College Code,College Name,District,Branch Code,Branch Name,OC,MBC
1205,"Lord Venkateshwara Engineering College, Walajabad Post, Kancheepuram District631605",Kancheepuram,EC,Electronics and Communication Engineering,999999999999,999999999999
1207,"Kings Engineering College, Sriperumpudur Taluk, Kancheepuram District 602105",Kancheepuram,AD,Artificial Intelligence and Data Science,999999999999,999999999999
1207,"Kings Engineering College, Sriperumpudur Taluk, Kancheepuram District 602105",Kancheepuram,IT,Information Technology,96809,110900
1207,"Kings Engineering College, Sriperumpudur Taluk, Kancheepuram District 602105",Kancheepuram,RM,Robotics and Automation,110838,
1209,"Pallavan College of Engineering, Thimmasamudram, Kancheepuram District 631502",Kancheepuram,CS,Computer Science and Engineering,999999999999,999999999999
1209,"Pallavan College of Engineering, Thimmasamudram, Kancheepuram District 631502",Kancheepuram,EC,Electronics and Communication Engineering,999999999999,999999999999
1209,"Pallavan College of Engineering, Thimmasamudram, Kancheepuram District 631502",Kancheepuram,IT,Information Technology,999999999999,999999999999
1217,"Sree Sastha Institute of Engineering and Technology, Chembarambakkam, Chennai 600123",Chennai,EC,Electronics and Communication Engineering,999999999999,999999999999
1218,"Sri Muthukumaran Institute of Technology, Near Mangadu, Chennai 600069",Chennai,EC,Electronics and Communication Engineering,110832,
1229,"Indira Institute of Engineering and Technology, VGR Gardens, Pandur, Thiruvallur District 631203",Thiruvallur,EC,Electronics and Communication Engineering,999999999999,999999999999
1231,"Panimalar Institute of Technology, Nazarethpet, Poonamallee, Chennai 602103",Chennai,CB,Computer Science and Business System,999999999999,999999999999
1233,"Adhi College of Engineering and Technology, Pazhayaseevaram, MaduraSankarapuram Village, Kancheepuram District 631605",Kancheepuram,AD,Artificial Intelligence and Data Science,999999999999,999999999999
1243,"Madha Institute of Engineering and Technology, Erandamkattalai Village, Sadhananthapuram, Thandalam Post, Chennai  602101",Chennai,CS,Computer Science and Engineering,109966,
1301,"Mohamed Sathak A J College of Engineering, Old Mahabalipuram Road (OMR), Egattur, Chengalpattu District 603103",Chengalpattu,IT,Information Technology,67537,110261
1303,"Anand Institute of Higher Technology, Old Mahabalipuram Road (OMR), Kazhipattur, Chengalpattu District  603103",Chengalpattu,AD,Artificial Intelligence and Data Science,80504,110361
1306,"Jeppiar Engineering College, Old Mahabalipuram Road (OMR), Chennai 600119",Chennai,AD,Artificial Intelligence and Data Science,999999999999,999999999999
1309,"Meenakshi Sundararajan Engineering College, Kodambakkam, Chennai 600024",Chennai,AD,Artificial Intelligence and Data Science,999999999999,999999999999
1313,"SMK Fomra Institute of Technology,Fomra Nagar, OMR,(IT ExpressHighway),Kelambakkam,Chennai - 603103",Chennai,EC,Electronics and Communication Engineering,999999999999,999999999999
1316,"Agni College of Technology, Old Mahabalipuram Road (OMR), Thalambur Village, Chengalpattu District 603103",Chengalpattu,IT,Information Technology,54518,110523
1316,"Agni College of Technology, Old Mahabalipuram Road (OMR), Thalambur Village,Chengalpattu District 603103",Chengalpattu,AD,Artificial Intelligence and Data Science,999999999999,999999999999
1317,"St. Josephï¿½s College of Engineering, Old Mahabalipuram Road (OMR), Chennai 600119",Chennai,AD,Artificial Intelligence and Data Science,999999999999,999999999999
1318,"TJ Institute of Technology, Karapakkam, Chennai - 600097",Chennai,CS,Computer Science and Engineering,999999999999,999999999999
1318,"TJ Institute of Technology, Karapakkam, Chennai - 600097",Chennai,EC,Electronics and Communication Engineering,999999999999,999999999999
1318,"TJ Institute of Technology, Karapakkam, Chennai - 600097",Chennai,IT,Information Technology,999999999999,999999999999
1319,"Thangavelu Engineering College, Karappakkam, Chennai 600097",Chennai,CS,Computer Science and Engineering,110725,
1319,"Thangavelu Engineering College, Karappakkam, Chennai 600097",Chennai,EC,Electronics and Communication Engineering,999999999999,999999999999
1319,"Thangavelu Engineering College, Karappakkam, Chennai 600097",Chennai,IT,Information Technology,110107,
1322,"Dhanalakshmi Srinivasan College of Engineering and Technology, East Coast Road, Poonjeri, Chennai 603104",Chennai,EC,Electronics and Communication Engineering,110016,
1325,"St. Joseph College of Engineering, Trinity Campus, Nemili, Sriperumpudur Taluk, Kancheepuram District 602105",Kancheepuram,EC,Electronics and Communication Engineering,74052,110021
1333,"Vi Institute of Technology, Sirunkundram Village & Post, Chengalput Taluk,Chengalpattu District 603108",Chengalpattu,EC,Electronics and Communication Engineering,999999999999,999999999999
1335,"Sri Krishna Institute of Technology, Panapakkam, Padappai, Chennai 601301",Chennai,EC,Electronics and Communication Engineering,999999999999,999999999999
1408,"I F E T College of Engineering  (Autonomous), Gangarampalayam, Villupuram District 605108",Villupuram,EC,Electronics and Communication Engineering,110257,
1411,"Madha Engineering College, Kundrathur, Chennai 600069",Chennai,IT,Information Technology,110082,
1412,"Mailam Engineering College, Mailam, Villupuram District 604304",Villupuram,EC,Electronics and Communication Engineering,110807,
1413,"Sri Venkateswaraa College of Technology, Sirukulathur, Vadakkal Village, Pondur Post, Sriperumbudur Taluk, Kancheepuram District 602105",Kancheepuram,EC,Electronics and Communication Engineering,94837,109632
1415,"T S M Jain College of Technology, Melur Village, Kallakurichi District 606201",Kallakurichi,EC,Electronics and Communication Engineering,110032,
1420,"Tagore Engineering College, Rathnamangalam, Vandalur Post, Chennai 600048",Chennai,IT,Information Technology,92541,110278
1421,"V R S College of Engineering and Technology, Arasur, Villupuram District 607107",Villupuram,EC,Electronics and Communication Engineering,96003,110828
1423,"Asan Memorial College of Engineering Technology, Chengalpattu District 603105",Chengalpattu,CS,Computer Science and Engineering,999999999999,999999999999
1424,"Dhaanish Ahmed College of Engineering, Padappai, Chennai 601301",Chennai,CS,Computer Science and Engineering,99914,110094
1426,"Sri Ramanujar Engineering College, Vandalur, Kolappakkam, Chennai 600048",Chennai,CS,Computer Science and Engineering,110392,
1431,"New Prince Shri Bhavani College of Engineering and Technology, Vengaivasal Main Road, Gowriwakkam, Chennai 600073",Chennai,EC,Electronics and Communication Engineering,109987,
1431,"New Prince Shri Bhavani College of Engineering and Technology, Vengaivasal Main Road, Gowriwakkam, Chennai 600073",Chennai,IT,Information Technology,102010,109841
1432,"Rajalakshmi Institute of Technology, Irulapalayam, Kuthampakkam Post, Thiruvallur District 602107",Thiruvallur,CB,Computer Science and Business System,999999999999,999999999999
1434,"Surya Group of Institutions, GST Road, Vikravandi Village, Villupuram District 605652 ",Villupuram,CS,Computer Science and Engineering,101089,109789
1434,"Surya Group of Institutions, GST Road, Vikravandi Village, Villupuram District 605652 ",Villupuram,EC,Electronics and Communication Engineering,110342,
1435,"Balaji Institute of Engineering and Technology, Thandalam Village, Thiruporur,Chengalpattu District 603110",Chengalpattu,CS,Computer Science and Engineering,999999999999,999999999999
1435,"Balaji Institute of Engineering and Technology, Thandalam Village, Thiruporur,Chengalpattu District 603110",Chengalpattu,EC,Electronics and Communication Engineering,999999999999,999999999999
1436,"A R Engineering College, Vadakuchipalayam, Kappiyampuliyur Post, Villupuram District 605601",Villupuram,EC,Electronics and Communication Engineering,999999999999,999999999999
1436,"A R Engineering College, Vadakuchipalayam, Kappiyampuliyur Post, Villupuram District 605601",Villupuram,CS,Computer Science and Engineering,108338,110627
1437,"Rrase College of Engineering, Padappai, Chennai 601301",Chennai,CS,Computer Science and Engineering,110897,
1437,"Rrase College of Engineering, Padappai, Chennai 601301",Chennai,IT,Information Technology,110674,
1438,"Sree Krishna College of Engineering, Anaicut Post, Unnai Village, Vellore District632101",Vellore,EC,Electronics and Communication Engineering,999999999999,999999999999
1445,"Sri Rangapoopathi College of Engineering, Alampoondi Village, Gingee, Villupuram District 604151",Villupuram,CS,Computer Science and Engineering,110990,
1445,"Sri Rangapoopathi College of Engineering, Alampoondi Village, Gingee, Villupuram District 604151",Villupuram,EC,Electronics and Communication Engineering,999999999999,999999999999
1447,"Jawahar Engineering College, Kaveri Rangan Nagar, Saligramam, Chennai 600093",Chennai,EC,Electronics and Communication Engineering,999999999999,999999999999
1449,"Saraswathy College of Engineering and Technology, NH-45, Main Road, Olakkur,Tindivanam Taluk, Villupuram District 604307",Villupuram,EC,Electronics and Communication Engineering,999999999999,999999999999
1503,"Arulmigu  Meenakshi Amman College of Engineering, Vadamavandal,Thiruvannamalai District 604410",Thiruvannamalai,IT,Information Technology,109992,
1504,"Arunai Engineering College, Mathur, Thiruvannamalai District 606603",Thiruvannamalai,CS,Computer Science and Engineering,62736,109942
1507,"Ganadipathy Tulsi�s Jain Engineering College, Kaniyambadi, Vellore District 632102",Vellore,IT,Information Technology,81071,110510
1510,"Priyadarshini Engineering College, Vaniyambadi Post, Thiruppathur District 635751",Thiruppathur,EC,Electronics and Communication Engineering,110162,
1511,"Ranippettai Engineering College, Thenkadappanthangal, Vellore District 632513",Vellore,EC,Electronics and Communication Engineering,999999999999,999999999999
1513,"Sri Balaji Chockalingam Engineering College, Arni, Thiruvannamalai District 632317",Thiruvannamalai,EC,Electronics and Communication Engineering,999999999999,999999999999
1517,"Thirumalai Engineering College, Kilambi, Kancheepuram District 631551",Kancheepuram,EC,Electronics and Communication Engineering,999999999999,999999999999
1518,"Thiruvalluvar College of Engineering and Technology, Vandavasi, Thiruvannamalai District 604505",Thiruvannamalai,CS,Computer Science and Engineering,109607,
1518,"Thiruvalluvar College of Engineering and Technology, Vandavasi, Thiruvannamalai District 604505",Thiruvannamalai,IT,Information Technology,110352,
1519,"Bharathidasan Engineering College, Nattrampalli Post, Thiruppathur District 635854",Thiruppathur,IT,Information Technology,110911,
1524,"Annamalaiar College of Engineering, Modaiyur Village, Polur Taluk, Thiruvannamalai District 606902",Thiruvannamalai,CS,Computer Science and Engineering,999999999999,999999999999
1524,"Annamalaiar College of Engineering, Modaiyur Village, Polur Taluk, Thiruvannamalai District 606902",Thiruvannamalai,EC,Electronics and Communication Engineering,999999999999,999999999999
1526,"Sri Krishna College of Engineering, Tiruttani High Road, Arakkonam, Vellore District631003",Vellore,EC,Electronics and Communication Engineering,999999999999,999999999999
1529,"Oxford College of Engineering, Venmani Village, Karaipoondi Post, Polur Taluk,Thiruvannamalai District 606803",Thiruvannamalai,CS,Computer Science and Engineering,999999999999,999999999999
2007,"Coimbatore Institute of Technology (Autonomous), Civil Aerodrome Post, Coimbatore District 641014",Coimbatore,AD,Artificial Intelligence and Data Science,999999999999,999999999999
