College Code,College Name,District,Branch Code,Branch Name,Cutoff OC,Cutoff MBC,Rank OC,Rank MBC
1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",Chennai,CS,COMPUTER SCIENCE AND ENGINEERING,200,199.3333333,22,291
1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",Chennai,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,199.5,198,180,773
1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",Chennai,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,197.5,195.5,1012,2407
4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Chengalpattu District 600 044",Chengalpattu,CS,COMPUTER SCIENCE AND ENGINEERING,199,197.5,350,1007
4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Chengalpattu District 600 044",Chengalpattu,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,198,196.5,757,1787
5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore",Cuddalore,AM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),160.5,144.5,49183,72737
5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore",Cuddalore,CF,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),163,142,45485,76908
5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore",Cuddalore,CS,COMPUTER SCIENCE AND ENGINEERING,171,146,33272,70979
5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore",Cuddalore,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,151,138,63393,82838
5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore",Cuddalore,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,121,94.5,108763,142692
5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore",Cuddalore,IT,INFORMATION TECHNOLOGY,159.5,141.5,50340,77795
1013,"University College of Engineering, Villupuram, Kakuppam, Villupuram District 605103 ",Villupuram,CS,COMPUTER SCIENCE AND ENGINEERING,177,170,24821,35084
1013,"University College of Engineering, Villupuram, Kakuppam, Villupuram District 605103 ",Villupuram,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,166,143.5,40914,74098
1013,"University College of Engineering, Villupuram, Kakuppam, Villupuram District 605103 ",Villupuram,IT,INFORMATION TECHNOLOGY,173.095,157,30082,54258
1014,"University College of Engineering, Tindivanam, Melpakkam, Tindivanam, Villupuram District 604001 ",Villupuram,CS,COMPUTER SCIENCE AND ENGINEERING,167.5,155,38762,57042
1014,"University College of Engineering, Tindivanam, Melpakkam, Tindivanam, Villupuram District 604001 ",Villupuram,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,150,123,64649,105536
1014,"University College of Engineering, Tindivanam, Melpakkam, Tindivanam, Villupuram District 604001 ",Villupuram,IT,INFORMATION TECHNOLOGY,166.5,145.5,39779,71383
1015,"University College of Engineering, Arni, Arni to Devikapuram Road, Thatchur, Arni, Thiruvannamalai District 632326 ",Thiruvannamalai,CS,COMPUTER SCIENCE AND ENGINEERING,170.5,156.23,34160,55419
1015,"University College of Engineering, Arni, Arni to Devikapuram Road, Thatchur, Arni, Thiruvannamalai District 632326 ",Thiruvannamalai,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,149.5,130.5,65082,93975
1015,"University College of Engineering, Arni, Arni to Devikapuram Road, Thatchur, Arni, Thiruvannamalai District 632326 ",Thiruvannamalai,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,120,105.5,109931,130170
1026,"University College of Engineering, Kancheepuram, Ponnerikarai Campus, NH4, Chennai-Bangalore Highway, Karaipettai Village & Post, Kancheepuram District 631552",Kancheepuram,CS,COMPUTER SCIENCE AND ENGINEERING,181.5,170.7,18502,33753
1026,"University College of Engineering, Kancheepuram, Ponnerikarai Campus, NH4, Chennai-Bangalore Highway, Karaipettai Village & Post, Kancheepuram District 631552",Kancheepuram,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,165.5,157,41310,54196
1026,"University College of Engineering, Kancheepuram, Ponnerikarai Campus, NH4, Chennai-Bangalore Highway, Karaipettai Village & Post, Kancheepuram District 631552",Kancheepuram,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,148.5,89,66647,147930
1101,"Aalim Muhammed Salegh College of Engineering, Muthapudupet, Avadi IAF, Chennai 600055",Chennai,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,137.5,,83668,
1101,"Aalim Muhammed Salegh College of Engineering, Muthapudupet, Avadi IAF, Chennai 600055",Chennai,CS,COMPUTER SCIENCE AND ENGINEERING,147.5,82,68229,154044
1101,"Aalim Muhammed Salegh College of Engineering, Muthapudupet, Avadi IAF, Chennai 600055",Chennai,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,136.5,,84778,
1101,"Aalim Muhammed Salegh College of Engineering, Muthapudupet, Avadi IAF, Chennai 600055",Chennai,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,90,,147032,
1101,"Aalim Muhammed Salegh College of Engineering, Muthapudupet, Avadi IAF, Chennai 600055",Chennai,IT,INFORMATION TECHNOLOGY,151.5,117.5,62477,113338
1106,"Jaya Engineering College, Thirunindravur, Chennai 602024",Chennai,CS,COMPUTER SCIENCE AND ENGINEERING,139,85,80964,151859
1106,"Jaya Engineering College, Thirunindravur, Chennai 602024",Chennai,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,90,,147280,
1106,"Jaya Engineering College, Thirunindravur, Chennai 602024",Chennai,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,87,,150139,
1106,"Jaya Engineering College, Thirunindravur, Chennai 602024",Chennai,IT,INFORMATION TECHNOLOGY,129,87.5,96771,149643
1110,"Prathyusha Engineering college, Aranvoyalkuppam, Thiruvallur District 602025",Thiruvallur,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,149,122,66457,106915
1110,"Prathyusha Engineering college, Aranvoyalkuppam, Thiruvallur District 602025",Thiruvallur,CS,COMPUTER SCIENCE AND ENGINEERING,157,125,54315,102146
1110,"Prathyusha Engineering college, Aranvoyalkuppam, Thiruvallur District 602025",Thiruvallur,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,143,106.5,75050,128945
1110,"Prathyusha Engineering college, Aranvoyalkuppam, Thiruvallur District 602025",Thiruvallur,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,100,,136835,
1110,"Prathyusha Engineering college, Aranvoyalkuppam, Thiruvallur District 602025",Thiruvallur,IT,INFORMATION TECHNOLOGY,155.5,119,56341,111738
1112,"R M D Engineering College (Autonomous), Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",Thiruvallur,CB,COMPUTER SCIENCE AND BUSSINESS SYSTEM,177.5,163.5,24053,44558
1112,"R M D Engineering College (Autonomous), Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",Thiruvallur,CS,COMPUTER SCIENCE AND ENGINEERING,186.5,179.5,12467,20901
1112,"R M D Engineering College (Autonomous), Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",Thiruvallur,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,180,164.5,20691,43331
1112,"R M D Engineering College (Autonomous), Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",Thiruvallur,IT,INFORMATION TECHNOLOGY,184,176.5,15225,25198
1113,"R M K Engineering College (Autonomous), Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",Thiruvallur,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,190,182,7605,18168
1113,"R M K Engineering College (Autonomous), Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",Thiruvallur,CB,COMPUTER SCIENCE AND BUSSINESS SYSTEM,187,181,11621,18974
1113,"R M K Engineering College (Autonomous), Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",Thiruvallur,CD,COMPUTER SCIENCE AND DESIGN,184.5,179.5,14955,21194
1113,"R M K Engineering College (Autonomous), Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",Thiruvallur,CS,COMPUTER SCIENCE AND ENGINEERING,192.5,186.995,5124,11959
1113,"R M K Engineering College (Autonomous), Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",Thiruvallur,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,188,181.5,10345,18713
1113,"R M K Engineering College (Autonomous), Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",Thiruvallur,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,180.68,169,19515,36017
1113,"R M K Engineering College (Autonomous), Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",Thiruvallur,IT,INFORMATION TECHNOLOGY,189.5,183,8704,16671
1114,"S A Engineering College (Autonomous), Thiruverkadu, Chennai 600077",Chennai,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,155,142,57579,76421
1114,"S A Engineering College (Autonomous), Thiruverkadu, Chennai 600077",Chennai,AM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),150,137,64580,84129
1114,"S A Engineering College (Autonomous), Thiruverkadu, Chennai 600077",Chennai,CB,COMPUTER SCIENCE AND BUSSINESS SYSTEM,154,131,58744,93396
1114,"S A Engineering College (Autonomous), Thiruverkadu, Chennai 600077",Chennai,CS,COMPUTER SCIENCE AND ENGINEERING,163,145,45557,72223
1114,"S A Engineering College (Autonomous), Thiruverkadu, Chennai 600077",Chennai,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,150.5,126,63697,101259
1114,"S A Engineering College (Autonomous), Thiruverkadu, Chennai 600077",Chennai,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,129,94.5,96164,142429
1114,"S A Engineering College (Autonomous), Thiruverkadu, Chennai 600077",Chennai,IT,INFORMATION TECHNOLOGY,159,144,51391,73670
1115,"Sri Ram Engineering College, Perumalpattu, Veppampattu (R S), Thiruvallur District 602 024",Thiruvallur,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,133,93,90567,144414
1115,"Sri Ram Engineering College, Perumalpattu, Veppampattu (R S), Thiruvallur District 602 024",Thiruvallur,CS,COMPUTER SCIENCE AND ENGINEERING,160.5,142,48927,76525
1115,"Sri Ram Engineering College, Perumalpattu, Veppampattu (R S), Thiruvallur District 602 024",Thiruvallur,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,93,,144127,
1115,"Sri Ram Engineering College, Perumalpattu, Veppampattu (R S), Thiruvallur District 602 024",Thiruvallur,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,95.5,,141602,
1116,"Sri Venkateswara College of Engineering and Technology, Thirupachur, Thiruvallur District 631203",Thiruvallur,CS,COMPUTER SCIENCE AND ENGINEERING,151.5,80,62800,155537
1116,"Sri Venkateswara College of Engineering and Technology, Thirupachur, Thiruvallur District 631203",Thiruvallur,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,99,87.5,137420,149741
1116,"Sri Venkateswara College of Engineering and Technology, Thirupachur, Thiruvallur District 631203",Thiruvallur,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,82.5,,153847,
1118,"Vel Tech Multi Tech Dr. Rangarajan Dr. Sakunthala Engineering College (Autonomous), Avadi-Alamathi Road, Chennai 600 062",Chennai,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,165,152.5,42367,60918
1118,"Vel Tech Multi Tech Dr. Rangarajan Dr. Sakunthala Engineering College (Autonomous), Avadi-Alamathi Road, Chennai 600 062",Chennai,CB,COMPUTER SCIENCE AND BUSSINESS SYSTEM,163.5,147,44669,68828
1118,"Vel Tech Multi Tech Dr. Rangarajan Dr. Sakunthala Engineering College (Autonomous), Avadi-Alamathi Road, Chennai 600 062",Chennai,CS,COMPUTER SCIENCE AND ENGINEERING,173.5,156.5,29442,55151
1118,"Vel Tech Multi Tech Dr. Rangarajan Dr. Sakunthala Engineering College (Autonomous), Avadi-Alamathi Road, Chennai 600 062",Chennai,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,167.79,154,38123,58470
1118,"Vel Tech Multi Tech Dr. Rangarajan Dr. Sakunthala Engineering College (Autonomous), Avadi-Alamathi Road, Chennai 600 062",Chennai,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,155,138,57533,83058
1118,"Vel Tech Multi Tech Dr. Rangarajan Dr. Sakunthala Engineering College (Autonomous), Avadi-Alamathi Road, Chennai 600 062",Chennai,IT,INFORMATION TECHNOLOGY,170,155.5,34930,56252
1120,"Velammal Engineering College (Autonomous), Ambattur-Redhills Road, Chennai 600066",Chennai,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,172,158.5,32010,52297
1120,"Velammal Engineering College (Autonomous), Ambattur-Redhills Road, Chennai 600066",Chennai,CS,COMPUTER SCIENCE AND ENGINEERING,178,160,23062,49873
1120,"Velammal Engineering College (Autonomous), Ambattur-Redhills Road, Chennai 600066",Chennai,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,169,153,35993,60262
1120,"Velammal Engineering College (Autonomous), Ambattur-Redhills Road, Chennai 600066",Chennai,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,155.5,132.5,56746,90852
1120,"Velammal Engineering College (Autonomous), Ambattur-Redhills Road, Chennai 600066",Chennai,IT,INFORMATION TECHNOLOGY,174,156.5,28779,54850
1121,"Sri Venkateswara Institute of Science and Technology, Kozhundalur, Thiruvallur District 631203",Thiruvallur,CS,COMPUTER SCIENCE AND ENGINEERING,105,,130919,
1122,"Vel Tech High Tech Dr. Rangarajan Dr. Sakunthala Engineering College (Autonomous), Avadi-Alamathi Road, Chennai 600 062",Chennai,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,164,150,43894,64797
1122,"Vel Tech High Tech Dr. Rangarajan Dr. Sakunthala Engineering College (Autonomous), Avadi-Alamathi Road, Chennai 600 062",Chennai,AM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),162,149,46642,66393
1122,"Vel Tech High Tech Dr. Rangarajan Dr. Sakunthala Engineering College (Autonomous), Avadi-Alamathi Road, Chennai 600 062",Chennai,CS,COMPUTER SCIENCE AND ENGINEERING,165.5,152,41645,61556
1122,"Vel Tech High Tech Dr. Rangarajan Dr. Sakunthala Engineering College (Autonomous), Avadi-Alamathi Road, Chennai 600 062",Chennai,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,159,145.5,51492,71379
1122,"Vel Tech High Tech Dr. Rangarajan Dr. Sakunthala Engineering College (Autonomous), Avadi-Alamathi Road, Chennai 600 062",Chennai,IT,INFORMATION TECHNOLOGY,164,154,43816,58505
1123,"Gojan School of Business and Technology, Alamathi, Chennai 600062",Chennai,AM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),126,96,100834,140784
1123,"Gojan School of Business and Technology, Alamathi, Chennai 600062",Chennai,CS,COMPUTER SCIENCE AND ENGINEERING,132,82,91789,154214
1123,"Gojan School of Business and Technology, Alamathi, Chennai 600062",Chennai,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,87.5,81,149569,155067
1123,"Gojan School of Business and Technology, Alamathi, Chennai 600062",Chennai,IT,INFORMATION TECHNOLOGY,139,97.5,80999,139600
1123,"Gojan School of Business and Technology, Alamathi, Chennai 600062",Chennai,SC,Computer Science and Engineering (Cyber Security),107.5,83.5,127660,153210
1125,"PMR Engineering College,Adayalampattu, Chennai-600095",Chennai-600095,CS,COMPUTER SCIENCE AND ENGINEERING,84.5,,152268,
1126,"J N N Institute of Engineering, Ushaa Garden, Kannigaipair Village, Uthukottai Taluk, Thiruvallur District 601102",Thiruvallur,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,119,109,111700,125209
1126,"J N N Institute of Engineering, Ushaa Garden, Kannigaipair Village, Uthukottai Taluk, Thiruvallur District 601102",Thiruvallur,CS,COMPUTER SCIENCE AND ENGINEERING,132,97.5,92120,139315
1126,"J N N Institute of Engineering, Ushaa Garden, Kannigaipair Village, Uthukottai Taluk, Thiruvallur District 601102",Thiruvallur,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,101.5,99,135098,137965
1126,"J N N Institute of Engineering, Ushaa Garden, Kannigaipair Village, Uthukottai Taluk, Thiruvallur District 601102",Thiruvallur,RM,ROBOTICS AND AUTOMATION,92.5,,144447,
1126,"J N N Institute of Engineering, Ushaa Garden, Kannigaipair Village, Uthukottai Taluk, Thiruvallur District 601102",Thiruvallur,SC,Computer Science and Engineering (Cyber Security),83.5,,153054,
1127,"St. Peters College of Engineering and Technology, College Road, Avadi, Chennai 600 054",Chennai,CS,COMPUTER SCIENCE AND ENGINEERING,142.5,121,75599,108486
1127,"St. Peters College of Engineering and Technology, College Road, Avadi, Chennai 600 054",Chennai,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,111.5,84.5,121957,152199
1127,"St. Peters College of Engineering and Technology, College Road, Avadi, Chennai 600 054",Chennai,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,89,,148260,
1127,"St. Peters College of Engineering and Technology, College Road, Avadi, Chennai 600 054",Chennai,IT,INFORMATION TECHNOLOGY,143,111.5,75292,122008
1128,"R M K College of Engineering and Technology (Autonomous), Puduvoyal, Gummidipoondi Taluk, Thiruvallur District 601206",Thiruvallur,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,176.5,161,25461,48038
1128,"R M K College of Engineering and Technology (Autonomous), Puduvoyal, Gummidipoondi Taluk, Thiruvallur District 601206",Thiruvallur,CS,COMPUTER SCIENCE AND ENGINEERING,179.5,167,21042,39525
1128,"R M K College of Engineering and Technology (Autonomous), Puduvoyal, Gummidipoondi Taluk, Thiruvallur District 601206",Thiruvallur,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,174,160.5,29103,48837
1128,"R M K College of Engineering and Technology (Autonomous), Puduvoyal, Gummidipoondi Taluk, Thiruvallur District 601206",Thiruvallur,SC,Computer Science and Engineering (Cyber Security),176,162.5,25789,45759
1133,"Annai Veilankannis College of Engineering, Gandhi Road, Nedungundram, Chennai 600048",Chennai,CS,COMPUTER SCIENCE AND ENGINEERING,120,102.5,109873,133610
1133,"Annai Veilankannis College of Engineering, Gandhi Road, Nedungundram, Chennai 600048",Chennai,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,80,80,155772,155870
1137,"Annai Mira College of Engineering and Technology, Arcot Road, Arappakkam Village, Walaja Taulk, Ranipet District 632 517",Ranipet,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,146.5,113,70191,120317
1137,"Annai Mira College of Engineering and Technology, Arcot Road, Arappakkam Village, Walaja Taulk, Ranipet District 632 517",Ranipet,CS,COMPUTER SCIENCE AND ENGINEERING,163,130.5,44942,93943
1137,"Annai Mira College of Engineering and Technology, Arcot Road, Arappakkam Village, Walaja Taulk, Ranipet District 632 517",Ranipet,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,112.5,82,120586,154013
1137,"Annai Mira College of Engineering and Technology, Arcot Road, Arappakkam Village, Walaja Taulk, Ranipet District 632 517",Ranipet,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,80.5,,155491,
1140,"Jeppiaar Institute of Technology,kunnam Village,Sriperumpudur Taulk,Kancheepuram District 631604",Kancheepuram,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,166,148.5,40556,66663
1140,"Jeppiaar Institute of Technology,kunnam Village,Sriperumpudur Taulk,Kancheepuram District 631604",Kancheepuram,CB,COMPUTER SCIENCE AND BUSSINESS SYSTEM,156,146.5,55917,69880
1140,"Jeppiaar Institute of Technology,kunnam Village,Sriperumpudur Taulk,Kancheepuram District 631604",Kancheepuram,CS,COMPUTER SCIENCE AND ENGINEERING,167.5,152,38231,61388
1140,"Jeppiaar Institute of Technology,kunnam Village,Sriperumpudur Taulk,Kancheepuram District 631604",Kancheepuram,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,162.5,145.5,46315,71646
1140,"Jeppiaar Institute of Technology,kunnam Village,Sriperumpudur Taulk,Kancheepuram District 631604",Kancheepuram,IT,INFORMATION TECHNOLOGY,162,151,46603,63521
1149,"St. Josephs Institute of Technology (Autonomous), Jeppiaar Nagar, Old Mahabalipuram Road (OMR), Chennai 600119",Chennai,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,173,160.5,30277,48986
1149,"St. Josephs Institute of Technology (Autonomous), Jeppiaar Nagar, Old Mahabalipuram Road (OMR), Chennai 600119",Chennai,CS,COMPUTER SCIENCE AND ENGINEERING,182.385,168.5,17578,36951
1149,"St. Josephs Institute of Technology (Autonomous), Jeppiaar Nagar, Old Mahabalipuram Road (OMR), Chennai 600119",Chennai,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,172.5,154,31262,59013
1149,"St. Josephs Institute of Technology (Autonomous), Jeppiaar Nagar, Old Mahabalipuram Road (OMR), Chennai 600119",Chennai,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,164.5,147,43301,68929
1149,"St. Josephs Institute of Technology (Autonomous), Jeppiaar Nagar, Old Mahabalipuram Road (OMR), Chennai 600119",Chennai,IT,INFORMATION TECHNOLOGY,178.5,171,22508,33433
1202,"D M I College of Engineering, Palanchoor, Nazrethpet, Chennai 602103",Chennai,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,144,86.5,73907,150638
1202,"D M I College of Engineering, Palanchoor, Nazrethpet, Chennai 602103",Chennai,CS,COMPUTER SCIENCE AND ENGINEERING,139.5,86.5,80131,150488
1202,"D M I College of Engineering, Palanchoor, Nazrethpet, Chennai 602103",Chennai,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,130.5,110.5,93861,123297
1202,"D M I College of Engineering, Palanchoor, Nazrethpet, Chennai 602103",Chennai,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,107.5,104.5,127352,131281
1202,"D M I College of Engineering, Palanchoor, Nazrethpet, Chennai 602103",Chennai,IT,INFORMATION TECHNOLOGY,144.5,100.5,72974,135927
1205,"Lord Venkateshwaraa Engineering College, Walajabad Post, Kancheepuram District 631605",Kancheepuram,CS,COMPUTER SCIENCE AND ENGINEERING,87,,150208,
1207,"Kings Engineering College, Sriperumpudur Taluk, Kancheepuram District 602105",Kancheepuram,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,121,85,108757,151940
1207,"Kings Engineering College, Sriperumpudur Taluk, Kancheepuram District 602105",Kancheepuram,AM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),117.5,107,113826,127817
1207,"Kings Engineering College, Sriperumpudur Taluk, Kancheepuram District 602105",Kancheepuram,CS,COMPUTER SCIENCE AND ENGINEERING,134,104.5,89033,130938
1207,"Kings Engineering College, Sriperumpudur Taluk, Kancheepuram District 602105",Kancheepuram,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,114.5,80,117846,155584
1207,"Kings Engineering College, Sriperumpudur Taluk, Kancheepuram District 602105",Kancheepuram,IT,INFORMATION TECHNOLOGY,136.5,91.5,84863,145727
1207,"Kings Engineering College, Sriperumpudur Taluk, Kancheepuram District 602105",Kancheepuram,RM,ROBOTICS AND AUTOMATION,83.5,,153063,
1209,"Pallavan College of Engineering, Thimmasamudram, Kancheepuram District 631502",Kancheepuram,CS,COMPUTER SCIENCE AND ENGINEERING,85.5,,151467,
1209,"Pallavan College of Engineering, Thimmasamudram, Kancheepuram District 631502",Kancheepuram,IT,INFORMATION TECHNOLOGY,109.5,,124785,
1210,"Panimalar Engineering College (Autonomous), Nazarethpet, Poonamallee, Chennai 602123",Chennai,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,172.5,159.5,31160,50777
1210,"Panimalar Engineering College (Autonomous), Nazarethpet, Poonamallee, Chennai 602123",Chennai,CB,COMPUTER SCIENCE AND BUSSINESS SYSTEM,171,160,33256,50124
1210,"Panimalar Engineering College (Autonomous), Nazarethpet, Poonamallee, Chennai 602123",Chennai,CS,COMPUTER SCIENCE AND ENGINEERING,180,163,20611,45128
1210,"Panimalar Engineering College (Autonomous), Nazarethpet, Poonamallee, Chennai 602123",Chennai,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,170.5,157.5,33915,53697
1210,"Panimalar Engineering College (Autonomous), Nazarethpet, Poonamallee, Chennai 602123",Chennai,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,160.5,146,49339,70616
1210,"Panimalar Engineering College (Autonomous), Nazarethpet, Poonamallee, Chennai 602123",Chennai,IT,INFORMATION TECHNOLOGY,175.5,163.5,26888,44392
1211,"Rajalakshmi Engineering College (Autonomous), Thandalam, Sriperumpudur Taluk, Kancheepuram District 602105",Kancheepuram,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,191,188.5,6537,9979
1211,"Rajalakshmi Engineering College (Autonomous), Thandalam, Sriperumpudur Taluk, Kancheepuram District 602105",Kancheepuram,CB,COMPUTER SCIENCE AND BUSSINESS SYSTEM,188.5,182.5,9856,17435
1211,"Rajalakshmi Engineering College (Autonomous), Thandalam, Sriperumpudur Taluk, Kancheepuram District 602105",Kancheepuram,CD,COMPUTER SCIENCE AND DESIGN,188.5,182.095,9803,17645
1211,"Rajalakshmi Engineering College (Autonomous), Thandalam, Sriperumpudur Taluk, Kancheepuram District 602105",Kancheepuram,CS,COMPUTER SCIENCE AND ENGINEERING,193.08,188,4350,10694
1211,"Rajalakshmi Engineering College (Autonomous), Thandalam, Sriperumpudur Taluk, Kancheepuram District 602105",Kancheepuram,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,190,184,7587,15372
1211,"Rajalakshmi Engineering College (Autonomous), Thandalam, Sriperumpudur Taluk, Kancheepuram District 602105",Kancheepuram,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,184,173.5,15604,29537
1211,"Rajalakshmi Engineering College (Autonomous), Thandalam, Sriperumpudur Taluk, Kancheepuram District 602105",Kancheepuram,IT,INFORMATION TECHNOLOGY,191.5,186.5,6341,12396
1211,"Rajalakshmi Engineering College (Autonomous), Thandalam, Sriperumpudur Taluk, Kancheepuram District 602105",Kancheepuram,RM,ROBOTICS AND AUTOMATION,182.5,157.5,17105,53580
1212,"Rajiv Gandhi College of Engineering, Nemili, Sriperumpudur Taluk, Kancheepuram District 602105",Kancheepuram,CS,COMPUTER SCIENCE AND ENGINEERING,142,95.5,76598,141642
1212,"Rajiv Gandhi College of Engineering, Nemili, Sriperumpudur Taluk, Kancheepuram District 602105",Kancheepuram,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,86,84.5,151024,152333
1212,"Rajiv Gandhi College of Engineering, Nemili, Sriperumpudur Taluk, Kancheepuram District 602105",Kancheepuram,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,85.77,,151173,
1213,"S K R Engineering College, Poonamallee, Chennai 600123",Chennai,CB,COMPUTER SCIENCE AND BUSSINESS SYSTEM,84,,152762,
1213,"S K R Engineering College, Poonamallee, Chennai 600123",Chennai,CS,COMPUTER SCIENCE AND ENGINEERING,124,98,104205,126869
1213,"S K R Engineering College, Poonamallee, Chennai 600123",Chennai,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,81,,155007,
1213,"S K R Engineering College, Poonamallee, Chennai 600123",Chennai,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,99.5,,137327,
1213,"S K R Engineering College, Poonamallee, Chennai 600123",Chennai,IT,INFORMATION TECHNOLOGY,105.5,96.5,129906,140411
